"","data_set","c1_size","c2_size","c3_size","c1_intensity","c2_intensity","c3_intensity","c1_x_centroid","c2_x_centroid","c3_x_centroid","c1_y_centroid","c2_y_centroid","c3_y_centroid","tumor"
"31","train",11618,23579,8419,0.064924947427755,0.392682089163643,0.929201223190343,91.341797211224,95.5028203062047,96.0496496020905,120.536322947151,116.120530980958,111.992754483905,0
"32","train",11353,25929,6334,0.0230786368982542,0.32882660719799,0.947683525573188,94.2777239496168,94.4044506151413,95.2895484685823,111.197480842068,119.478421844267,113.811651405115,0
"33","train",12791,21746,9079,0.0235502597567833,0.454205145683673,0.889508432517268,94.6097255883043,94.985238664582,93.183169952638,107.503166288797,127.765750022993,102.191540918603,0
"34","train",6682,28810,8124,0.0185373640626553,0.470608244686194,0.962636004672698,97.5820113738402,94.027386324193,93.6410635155096,118.612690811134,116.413849357862,115.067823732152,0
"35","train",13842,17179,12595,0.0903898620566468,0.423476908080819,0.92295106212387,94.53511053316,94.2752197450375,94.7680031758634,126.087704089004,104.348099423715,122.537673680032,0
"36","train",13863,17150,12603,0.0902543517587366,0.424227290916321,0.922318526712366,94.6322585298997,94.1681049562682,94.8061572641435,106.887614513453,128.617026239067,110.584702055066,0
"37","train",11713,24521,7382,0.0225367155314268,0.429255436116683,0.945564462577265,89.6387774267907,96.4857469108111,95.6171769168247,112.818150772646,121.764161331104,104.855865619073,0
"38","train",10866,27391,5359,0.0248918194187297,0.368876280386845,0.938213523886902,90.7874102705687,96.0271256982221,94.2222429557753,116.529357629302,115.455405060056,121.779623064004,0
"39","train",19101,17591,6924,0.056650970948032,0.337803310739283,0.942071340379049,94.2220826134757,94.2488772667841,95.9046793760832,116.004345322234,116.093286339605,118.900635470826,0
"40","train",11102,26341,6173,0.0478260408829344,0.358154848439403,0.953819765392002,95.689335254909,94.4693443680954,92.4918192127005,103.047378850658,120.230135530162,124.777255791349,0
"41","train",15634,19966,8016,0.0653013668048716,0.352188720825344,0.944470372979566,97.8363822438276,94.0716718421316,89.059755489022,106.09805552002,121.517479715516,124.29004491018,0
"42","train",12837,24153,6626,0.0232889915333585,0.430301598550971,0.939142889271637,92.0430007010984,95.603486109386,95.2376999698159,107.36020877152,119.020784167598,125.018412315122,0
"43","train",14553,23346,5717,0.0325161714517451,0.339861722123847,0.945783987899883,100.104377104377,92.2103572346441,89.5836977435718,117.398405826977,114.077058168423,124.107398985482,0
"44","train",14462,18601,10553,0.0396625639607235,0.354718437022607,0.944185000826774,96.9796017148389,93.1663889038224,93.4525727281342,112.125639607247,121.58728025375,113.527717236805,0
"45","train",11497,26129,5990,0.0415422949209248,0.378053683871558,0.930937182886533,86.5746716534748,97.2559990814804,97.6896494156928,133.469426806993,110.133912511003,111.698998330551,0
"46","train",12719,25160,5737,0.0373484781914956,0.513704136662648,0.946037247041082,89.759808161019,96.1296899841017,97.861948753704,100.305212673952,125.285254372019,113.875719016908,0
"47","train",17678,18072,7866,0.0589490870451523,0.352546459043939,0.946644032644873,93.6022740128974,94.9334882691456,95.521612001017,112.76433985745,119.552346170872,117.882786676837,0
"48","train",8612,26503,8501,0.186834148429483,0.578374775182707,0.954831150199198,87.8959591267998,96.2744217635739,95.6582754970003,110.611936832327,117.81726596989,118.358193153747,0
"49","train",15535,20647,7434,0.0787272256826703,0.315881621694955,0.933544340523434,100.333569359511,91.0606867825834,91.8617164379876,106.103701319601,121.280767181673,124.947403820285,0
"50","train",16915,21225,5476,0.0160018083497065,0.496396868287913,0.933559632764748,94.9281111439551,94.765371024735,92.1490138787436,113.979426544487,119.137950530035,114.061176040906,0
"51","train",26681,12923,4012,0.0184633112643116,0.441064646860044,0.920823803100519,90.6584086053746,100.163197399985,101.806081754736,114.324463101083,121.945910392324,113.426221335992,0
"52","train",10088,24590,8938,0.05049719332618,0.362177355692066,0.839949280226813,94.369448850119,95.4142334282229,92.1321324681137,95.5196272799366,123.466205774705,121.014544640859,0
"53","train",9882,28912,4822,0.023967919489188,0.435939890621395,0.958455119916086,99.6717263711799,92.8724405091312,93.6598921609291,116.204412062336,115.725546485888,121.7492741601,0
"54","train",18753,18311,6552,0.105797033258981,0.361876339198179,0.94353168617877,94.8063776462433,94.100322210693,94.7400793650794,111.849570735349,120.682868221288,118.120421245421,0
"55","train",19094,17585,6937,0.0565394734409905,0.337507568281737,0.942243779449249,94.8241856080444,94.6721637759454,93.1712555859882,115.995129360008,116.056752914416,119.013262217097,0
"56","train",12531,24302,6783,0.0455660550071056,0.427474378772903,0.907339860608894,93.3937435160801,95.1101555427537,94.3576588530149,126.323757082436,112.908896387129,111.217602830606,0
"57","train",7130,28321,8165,0.0161235321618122,0.41639121804569,0.959514907003852,96.2295932678822,94.0607323187741,94.5132884262094,118.058485273492,115.346915716253,119.138640538885,0
"58","train",10629,25916,7071,0.0325133421512352,0.396522853623532,0.892218700519431,93.0950230501458,95.6607887019602,92.3575166171687,132.026813434942,110.709445902145,114.383396973554,0
"59","train",11522,25161,6933,0.0470104931401458,0.467692063113499,0.887634303685467,97.3560145808019,93.9238504034021,91.8445117553728,107.64311751432,119.664798696395,119.733737198904,0
"60","train",15612,20005,7999,0.0652007254349292,0.3522838898118,0.944518555015489,91.0831411734563,94.9876030992252,99.9493686710839,106.018703561363,121.576505873532,124.260782597825,0
"61","train",14935,19038,9643,0.0535762158897662,0.264686725619922,0.919002100477261,92.1822564445932,96.0930244773611,94.9446230426216,96.7189822564446,116.389641769093,147.354557710256,0
"62","train",17659,18757,7200,0.0245023089931357,0.411506292552656,0.915772331154729,91.7653887536101,93.0552860265501,104.970694444444,133.31117277309,105.573759129925,103.732638888889,0
"63","train",13902,21918,7796,0.045720604455275,0.301453009344908,0.918263262205895,95.485110056107,93.5098092891687,95.5271934325295,115.903970651705,113.08896797153,127.152770651616,0
"64","train",20303,20182,3131,0.00738324192406523,0.370295604120042,0.940776923992225,99.7436831995272,90.1116836785254,88.7837751517087,114.099443432005,120.710088197404,104.928776748643,0
"65","train",11635,25651,6330,0.0260950310506658,0.330582838569806,0.949178824768476,94.8568972926515,94.5177186074617,93.772195892575,122.21951009884,113.207204397489,119.330489731438,0
"66","train",11445,26183,5988,0.0414524708966144,0.377606185123768,0.93090101772174,102.715334207077,91.606042088378,91.4519038076152,133.801135867191,110.017836000458,111.775718102872,0
"67","train",16423,20736,6457,0.0444629900916082,0.367003865589349,0.946312711239077,96.4812762589052,93.0857445987654,94.0024779309277,116.635876514644,117.434847608025,113.152237881369,0
"68","train",15561,22602,5453,0.0436160789101946,0.352705035646577,0.931964775640705,93.8628622839149,94.9927440049553,94.2758114799193,109.096394833237,120.918724006725,119.312305153127,0
"69","train",11845,24820,6951,0.0250606278813761,0.420754135658995,0.94129833202165,93.0132545377797,95.3763497179694,93.9043303121853,107.46247361756,116.964464141821,130.242123435477,0
"70","train",14002,22767,6847,0.0493624160133971,0.368556484833033,0.954001323035446,94.9348664476503,94.1326481310669,94.8321892799766,114.889087273247,116.616725963017,119.40616328319,0
"71","train",10366,27251,5999,0.0277108798371744,0.353782735801658,0.92062402557292,94.0801659270693,94.3206120876298,96.0403400566761,117.472892147405,118.466148031265,105.887481246874,0
"72","train",11844,24803,6969,0.0250696969094959,0.420950659826795,0.941358227894437,93.0055724417427,95.3946296818933,93.8557899268188,125.53672745694,116.016530258436,102.862534079495,0
"73","train",13874,17098,12644,0.0902828538075162,0.423003722485557,0.922908796546066,94.5595358224016,94.6950520528717,94.170911104081,106.865936283696,128.534857878114,110.796978804176,0
"74","train",13066,22924,7626,0.0426042145007381,0.47221150194502,0.929043571270673,95.0075003826726,94.1048682603385,94.8182533438238,107.497550895454,122.375458035247,114.26252294781,0
"75","train",20271,20215,3130,0.00706040987753128,0.370246516612962,0.94025684395165,89.215825563613,98.96032649023,99.9153354632588,118.949435153668,112.217017066535,128.298083067093,0
"76","train",11518,25185,6913,0.0468674776734773,0.467759287157339,0.887958180523817,91.6113040458413,95.077466746079,97.2091711268624,107.566851884008,119.701211038316,119.721394474179,0
"77","train",17607,20955,5054,0.0348606893203119,0.347199086745071,0.933225478557092,95.5534162548986,93.7668336912431,93.8700039572616,124.465667064236,110.6914817466,112.832805698457,0
"78","train",12812,25285,5519,0.0507407271369347,0.34480987332632,0.897135386134918,81.4352169840774,100.533992485663,97.1846348976264,106.796284733063,118.28162942456,130.864105816271,0
"79","train",13558,20289,9769,0.0345406373199812,0.356549236087468,0.948829330073708,88.6199291930963,96.9293213071122,97.6153137475688,111.612258445198,121.551382522549,112.792404544989,0
"80","train",13108,22632,7876,0.0521043876812216,0.333558937891066,0.942768798733332,98.8969331705829,91.856884057971,94.7772981208735,121.094980164785,110.77129727819,125.314245810056,0
"81","train",26680,12924,4012,0.0185163300702569,0.441056311103783,0.920823803100519,90.6608695652174,100.157381615599,101.806081754736,118.678410794603,111.048746518106,119.573778664008,0
"82","train",9445,27481,6690,0.143388658798602,0.470567115532865,0.858673466397082,88.5554261514029,95.8627779192897,97.2946188340807,117.108311275807,114.734107201339,122.895067264574,0
"83","train",10366,27251,5999,0.0277108798371746,0.353782735801651,0.920624025572918,94.0801659270693,94.3206120876298,96.0403400566761,115.527107852595,114.533851968735,127.112518753126,0
"84","train",17693,18034,7889,0.0591376006684759,0.352236624937136,0.946438699703516,95.3344825637258,94.088222246867,93.569780707314,120.125868987735,113.524952866807,115.168969451134,0
"85","train",10261,25607,7748,0.0404726825921823,0.444517698515283,0.908847824106461,95.4566806354157,94.0277267934549,94.7938822922044,130.199980508722,111.221775295818,115.800980898296,0
"86","train",12553,24278,6785,0.0458663892546524,0.427717662565394,0.907518603609509,95.6981598024377,93.8325232720982,94.6716285924834,126.460527363977,112.800807315265,111.308327192336,0
"87","train",10265,25605,7746,0.0403782126586582,0.444583204107593,0.908752398454915,93.6074037993181,94.9253270845538,94.2769171185128,130.252118850463,111.206092560047,115.775109734056,0
"88","train",16345,20817,6454,0.0439916266292368,0.366043024790161,0.945362960802564,92.4825940654634,95.9229956285728,95.0193678339015,116.657448761089,117.424124513619,113.120545398203,0
"89","train",11837,24825,6954,0.0249125788695133,0.421036668443706,0.940777208208584,95.9811607670863,93.6337160120846,95.0713258556227,107.435667821238,116.953111782477,130.311619211964,0
"90","train",6646,28838,8132,0.0180105385518634,0.470272475451,0.962116740449278,91.2897983749624,94.9824537069145,95.4126906050172,114.189587721938,116.59269020043,118.059517953763,0
"91","train",16150,14090,13376,0.0447867419413561,0.412969843721711,0.971235868749254,94.5448297213622,94.9756564939673,93.9448265550239,126.143034055728,108.803477643719,112.964488636364,0
"92","train",16141,20491,6984,0.0663923682353135,0.329945523668366,0.939159535521,97.9712533300291,93.0095163730418,90.8505154639175,123.306176816802,112.249133766044,113.241981672394,0
"93","train",13658,23318,6640,0.0463077015840735,0.490533779340674,0.951673753838912,89.8335773905403,96.9966120593533,95.3310240963855,132.428027529653,107.236684106699,116.267620481928,0
"94","train",12857,23129,7630,0.0277810058455983,0.335620250953846,0.867404209390257,97.5786730963677,93.667473734273,91.8359108781127,114.380259780664,121.502658999524,104.907208387942,0
"95","train",14540,21836,7240,0.0522072983251064,0.353194580634859,0.959124688549475,95.7782668500688,94.1464553947609,92.9991712707182,128.178198074278,109.624290163034,113.784116022099,0
"96","train",19303,17718,6595,0.108321270797072,0.366226436392323,0.941809748918546,94.3076723825312,94.804718365504,94.2442759666414,112.026679790706,120.708827181397,118.285670962851,0
"97","train",13090,22655,7871,0.0525720876585891,0.333712421185541,0.943161917288866,98.8508785332315,91.8775546237034,94.8123491297167,111.735752482811,122.334760538512,107.629144962521,0
"98","train",12543,25335,5738,0.0538921013673717,0.476474999709787,0.8993541508622,99.9310372319222,92.5178606670614,91.3797490414779,115.59355815993,115.78480363134,121.639247124434,0
"99","train",13664,23301,6651,0.0465264384442283,0.490668497775445,0.951148728924771,99.1774736533958,91.9910304278786,93.6803488197264,100.619291569087,125.720827432299,116.821680950233,0
"100","train",12344,25702,5570,0.116020802358511,0.477660394170823,0.938920688562702,99.1028839922229,93.2672943739787,89.9874326750449,106.071127673364,121.263831608435,117.629982046679,0
"101","train",26701,12908,4007,0.0188736413632134,0.441505495907645,0.921015673551693,98.3353806973522,88.8937093275488,87.0024956326429,118.701059885398,111.00704989154,119.527826303968,0
"102","train",9453,27494,6669,0.143118794116597,0.470840126259226,0.859019343229934,100.320215804507,93.2157925365534,91.5444594391963,115.994287527769,118.177020440823,110.303043934623,0
"103","train",13915,21798,7903,0.0528928438065824,0.351420439723639,0.94457552728801,94.9462450592885,94.9916506101477,92.3582183980767,117.465253323751,119.497430956969,106.532962166266,0
"104","train",14582,23606,5428,0.0227839318418346,0.428277789129642,0.939550190009706,91.3825949801125,95.9883504193849,96.4019896831245,114.139281305719,119.079894941964,111.622144436256,0
"105","train",8642,26448,8526,0.186308543320154,0.578051344554778,0.955213349707734,101.231543624161,92.6581594071385,93.3903354445226,122.047558435547,115.237295825771,114.793924466338,0
"106","train",10624,25091,7901,0.0438109053862497,0.341418100857872,0.888479740712938,95.3511859939759,94.7405842732454,92.5914441209973,128.518448795181,112.318042325934,113.620048095178,0
"107","train",16023,20620,6973,0.0651450794384983,0.329360415359076,0.939144543519434,91.0021219496973,95.9709990300679,98.1877240785888,123.297010547338,112.321193016489,113.238634733974,0
"108","train",13877,21849,7890,0.0521554215113993,0.350704433908568,0.944949924202912,94.8600562081141,95.0519016888645,92.3384030418251,115.539237587375,113.461256808092,126.604689480355,0
"109","train",20271,20215,3130,0.00706040987753107,0.370246516612964,0.940256843951654,89.215825563613,98.96032649023,99.9153354632588,114.050564846332,120.782982933465,104.701916932907,0
"110","train",11374,24155,8087,0.0494081789564766,0.544591669000497,0.913338522004635,95.5115174960436,94.3534671910577,93.5150241127736,111.187445050114,119.973752846202,113.596141956226,0
"111","train",10116,24552,8948,0.0509815551368822,0.362387154275091,0.840043124983632,94.6447212336892,93.5838220918866,96.8502458649978,95.3928430209569,123.505620723363,121.139919535092,0
"112","train",12165,24504,6947,0.200580256763599,0.534071588152092,0.95472724860784,97.1699958898479,93.8408015017956,92.1497049085936,113.881709823263,118.771914789422,113.071253778609,0
"113","train",14096,22008,7512,0.0310795998308514,0.221890079186816,0.819597924366833,96.2563847900114,93.2980279898219,94.7256389776358,120.039727582293,111.72314612868,123.852635782748,0
"114","train",10088,24590,8938,0.0504971933261799,0.362177355692074,0.839949280226839,94.369448850119,95.4142334282229,92.1321324681137,137.480372720063,109.533794225295,111.985455359141,0
"115","train",10980,26619,6017,0.0580220722168598,0.446566767508661,0.884368146460898,97.6493624772313,93.5718471768286,92.8590659797241,115.793806921676,117.881513204854,111.676915406349,0
"116","train",13957,21883,7776,0.0466966467033885,0.301421911359168,0.919019809569956,93.5427384108333,95.5001142439337,93.4036779835391,115.81249552196,113.1845724992,127.0641718107,0
"117","train",10977,26336,6303,0.0210679370591265,0.354377367593365,0.948671189878477,90.354104035711,96.3485343256379,93.9965095986038,119.200601257174,113.304943803159,125.146755513248,0
"118","train",10893,26438,6285,0.0200193324369125,0.354108391219327,0.948391283323213,98.7044891214541,92.6731976700204,94.8973747016706,119.313320481043,113.240033285422,125.337151949085,0
"119","train",13181,22829,7606,0.114426439720852,0.370064907122667,0.926334214990275,93.3660572035506,94.9458583380788,95.1268735209046,122.591457400804,116.088790573393,107.177885879569,0
"120","train",13056,21715,8845,0.0271115676662814,0.292754895188477,0.893215841452528,91.9509803921569,95.2985493898227,96.3020915771622,117.292892156863,113.895187658301,121.724590163934,0
"121","train",13664,23301,6651,0.0465264384442288,0.490668497775455,0.951148728924765,99.1774736533958,91.9910304278786,93.6803488197264,132.380708430913,107.279172567701,116.178319049767,0
"122","train",17365,18238,8013,0.11387860413384,0.360818717222565,0.956778078759293,93.2179671753527,95.1226559929817,95.8611007113441,109.56942124964,117.853766860401,128.438038187945,0
"123","train",14020,21809,7787,0.0466946379122252,0.301863684627328,0.918511747835184,93.3298145506419,95.661149066899,93.3548221394632,117.180955777461,119.841166490898,105.91639912675,0
"124","train",13080,22893,7643,0.0423388499130521,0.472142439293432,0.928586198315562,93.9832568807339,94.8613549993448,94.3019756640063,107.475382262997,122.391080242869,114.29896637446,0
"125","train",13658,23318,6640,0.0463077015840732,0.490533779340661,0.951673753838917,89.8335773905403,96.9966120593533,95.3310240963855,100.571972470347,125.763315893301,116.732379518072,0
"126","train",21425,17488,4703,0.0173682018898567,0.387769316326659,0.932145939387893,92.4376662777129,96.3021500457456,97.1939187752498,112.427911318553,120.862248398902,118.829895811184,0
"127","train",11686,23485,8445,0.0656404680646828,0.393382843450278,0.927816668408087,91.3585486907411,95.514881839472,96.0247483718176,112.288293684751,116.903853523526,121.204973357016,0
"128","train",17281,19679,6656,0.0345940401506346,0.3383489317267,0.951906579939696,93.009605925583,96.1052899029422,93.6233473557692,114.188935825473,121.630265765537,107.332181490385,0
"129","train",11138,24836,7642,0.0355993789147899,0.384894318493927,0.912570880223374,99.5831388040941,93.1380657110646,91.5176655325831,127.759651643024,111.800249637623,115.363255692227,0
"130","train",12886,18830,11900,0.0171510044340564,0.23970072787475,0.797967045641842,97.2997051063169,93.6097185342538,92.8770588235294,117.080242123235,112.912851832183,121.54781512605,0
"131","train",11697,24524,7395,0.0223097258053425,0.428717286947302,0.94473054130378,99.4372061212277,92.4480101125428,93.4956051386072,112.874412242455,121.703881911597,104.977146720757,0
"132","train",15612,20005,7999,0.0652007254349299,0.352283889811767,0.94451855501549,91.0831411734563,94.9876030992252,99.9493686710839,126.981296438637,111.423494126468,108.739217402175,0
"133","train",14657,23216,5743,0.0333117950734904,0.340121586194672,0.944598880819977,88.8449205157945,96.8533769813921,99.4191189273899,117.405676468582,114.076068228808,123.987288873411,0
"134","train",19198,17850,6568,0.034947267791368,0.48021200637112,0.937238183945967,95.7058547765392,92.7760784313726,95.6604750304507,119.480727159079,111.572941176471,121.177831912302,0
"135","train",12515,23844,7257,0.0672353959562151,0.414330566985979,0.964669136222789,93.641310427487,95.0963764469049,94.0213586881631,120.079344786256,117.2961751384,107.711313214827,0
"136","train",16162,14069,13385,0.0450885762051362,0.412976102374967,0.971754744482626,94.5397846801139,94.9880588527969,93.9389615240941,106.927793589902,124.222901414457,119.940605155024,0
"137","train",17281,19679,6656,0.0345940401506342,0.338348931726675,0.951906579939683,93.009605925583,96.1052899029422,93.6233473557692,118.811064174527,111.369734234463,125.667818509615,0
"138","train",17073,20039,6504,0.0136266068543031,0.356713037028681,0.957617032052693,94.0876823053945,94.6325664953341,95.1738929889299,113.411409828384,119.847796796247,114.292896678967,0
"139","train",15647,16016,11953,0.0251732775937743,0.337008824508802,0.907403670913665,99.2204256406979,92.7954545454545,90.604701748515,117.348373490126,112.469280719281,120.790261858948,0
"140","train",10291,27867,5458,0.0309983404497741,0.370400860670737,0.925419783156971,101.913322320474,92.4192055118958,91.1462074019787,116.816733067729,117.093049126207,112.874862587028,0
"141","train",13480,20380,9756,0.0333490428812461,0.355898901267983,0.949597633231221,100.357789317507,92.10441609421,91.4105166051661,121.455712166172,111.467468105986,120.165436654367,0
"142","train",10116,24552,8948,0.0509815551368817,0.362387154275099,0.840043124983657,94.6447212336892,93.5838220918866,96.8502458649978,137.607156979043,109.494379276637,111.860080464908,0
"143","train",11531,24222,7863,0.0733990725767329,0.371369246236907,0.928178886968783,94.9574191310381,94.2068367599703,94.7322904743737,125.213251235799,113.28296589877,113.632201449828,0
"144","train",15704,19212,8700,0.104852266938342,0.378196633639838,0.944628803245466,90.1815461029037,96.9890172808661,96.7986206896552,118.310557819664,118.72860712055,108.310459770115,0
"145","train",17571,20717,5328,0.0253032793562462,0.394436509941993,0.929585467820786,96.0500825223379,93.6811797074866,92.5718843843844,117.685163052757,114.98537433026,118.480855855856,0
"146","train",12344,25702,5570,0.116020802358511,0.477660394170826,0.938920688562701,99.1028839922229,93.2672943739787,89.9874326750449,126.928872326636,111.736168391565,115.370017953321,0
"147","train",15509,20682,7425,0.0786599558257689,0.315901105631239,0.933155344292638,88.576955316268,97.9284885407601,97.3218855218855,127.129473209104,111.553621506624,108.075555555556,0
"148","train",10414,27203,5999,0.0284940709527518,0.354011992621826,0.921051547807016,94.8777607067409,94.6987464617873,92.9429904984164,115.460053773766,114.555232878727,127.124020670112,0
"149","train",12475,23881,7260,0.0673079492317888,0.414560759189059,0.964071193215596,95.2736673346693,93.9469452702986,94.9898071625344,112.90244488978,115.684979690968,125.362672176309,0
"150","train",14657,23216,5743,0.0333117950734906,0.340121586194668,0.944598880819982,88.8449205157945,96.8533769813921,99.4191189273899,115.594323531418,118.923931771192,109.012711126589,0
"151","train",9776,27003,6837,0.0584773434742102,0.45299629017254,0.897306753621494,100.790711947627,92.4142132355664,93.7430159426649,122.465425531915,116.293634040662,108.785285944128,0
"152","train",10723,27405,5488,0.0234303028308208,0.439570852606612,0.941977505287851,98.4021262706332,93.2216383871556,93.2592930029155,123.378438869719,114.983287721219,110.634110787172,0
"153","train",16795,20166,6655,0.0311044953855302,0.334265401092408,0.950931777669761,96.6634117296815,92.430030744818,95.3126972201352,118.962191128312,111.439551720718,125.620435762585,0
"154","train",15106,22313,6197,0.019434428080777,0.398926327130017,0.948522846285546,97.8057063418509,92.9552727109757,92.0038728416976,118.221368992453,117.72298659974,107.900435694691,0
"155","train",12804,22530,8282,0.0191251508413419,0.20480074497614,0.7921478661497,90.3980006248048,96.1683533067022,96.3031876358367,120.370977819431,118.196582334665,105.900144892538,0
"156","train",12860,18869,11887,0.0174235355106269,0.238536493615896,0.798647393676126,91.8421461897356,95.2572473369018,96.173382686969,117.220917573872,112.828713763315,121.547741229915,0
"157","train",11217,24339,8060,0.0375137877206683,0.387899675256826,0.935478032404057,93.8276722831417,94.8041825876166,94.5171215880893,119.869662119996,114.336127203254,118.344789081886,0
"158","train",19101,17591,6924,0.0566509709480305,0.337803310739293,0.94207134037905,94.2220826134757,94.2488772667841,95.9046793760832,116.995654677766,116.906713660395,114.099364529174,0
"159","train",13652,22365,7599,0.117433630352211,0.373566190169227,0.927125086118186,95.635950776443,94.0609434384082,93.7514146598237,122.439129797832,116.019405320814,107.244505856034,0
"160","train",12520,23077,8019,0.0461232224519185,0.514420350624977,0.901906990505461,98.4485623003195,93.135936213546,92.2606310013717,105.051357827476,125.993110022967,107.055493203641,0
"161","train",17118,19998,6500,0.0138395771908473,0.357292003710079,0.95793725490198,94.9460217315107,94.3092309230923,93.9123076923077,119.66514779764,113.016251625163,118.882615384615,0
